"Program Points","Invariant","F:\Regression2\Daikon\3.1\ClassUtilsTest.txt","F:\Regression2\Daikon\3.1\ContextedExceptionTest.txt","F:\Regression2\Daikon\3.1\ContextedRuntimeExceptionTest.txt"
"org.apache.commons.lang3.SystemUtils.isJavaVersionAtLeast(org.apache.commons.lang3.JavaVersion):::EXIT","org.apache.commons.lang3.SystemUtils.USER_DIR.toString == orig(org.apache.commons.lang3.SystemUtils.USER_DIR.toString)","1","0","0"
"org.apache.commons.lang3.SystemUtils.isJavaVersionAtLeast(org.apache.commons.lang3.JavaVersion):::EXIT","org.apache.commons.lang3.SystemUtils.USER_HOME.toString == orig(org.apache.commons.lang3.SystemUtils.USER_HOME.toString)","1","0","0"
"org.apache.commons.lang3.SystemUtils.isJavaVersionAtLeast(org.apache.commons.lang3.JavaVersion):::EXIT","org.apache.commons.lang3.SystemUtils.USER_LANGUAGE.toString == orig(org.apache.commons.lang3.SystemUtils.USER_LANGUAGE.toString)","1","0","0"
"org.apache.commons.lang3.SystemUtils.isJavaVersionAtLeast(org.apache.commons.lang3.JavaVersion):::EXIT","org.apache.commons.lang3.SystemUtils.USER_NAME.toString == orig(org.apache.commons.lang3.SystemUtils.USER_NAME.toString)","1","0","0"
"org.apache.commons.lang3.SystemUtils.isJavaVersionAtLeast(org.apache.commons.lang3.JavaVersion):::EXIT","org.apache.commons.lang3.SystemUtils.USER_TIMEZONE.toString == orig(org.apache.commons.lang3.SystemUtils.USER_TIMEZONE.toString)","1","0","0"
"org.apache.commons.lang3.ClassUtilsTest.test_getShortCanonicalName_String():::EXIT","this.fName == orig(this.fName)","1","0","0"
"org.apache.commons.lang3.ClassUtilsTest.test_getShortCanonicalName_String():::EXIT","this.fName has only one value","1","0","0"
"org.apache.commons.lang3.ClassUtilsTest.test_getShortCanonicalName_String():::EXIT","this.fName.toString == ""test_getShortCanonicalName_String""","1","0","0"
"org.apache.commons.lang3.ClassUtilsTest.test_getShortCanonicalName_String():::EXIT","this.fName.toString == orig(this.fName.toString)","1","0","0"
"org.apache.commons.lang3.ClassUtilsTest.testGetPublicMethod():::ENTER","this has only one value","1","0","0"
"org.apache.commons.lang3.ClassUtilsTest.testGetPublicMethod():::ENTER","this.fName has only one value","1","0","0"
"org.apache.commons.lang3.ClassUtilsTest.testGetPublicMethod():::ENTER","this.fName.toString == ""testGetPublicMethod""","1","0","0"
"junit.textui.TestRunner.TestRunner(java.io.PrintStream):::EXIT","this.fPrinter.fWriter == orig(writer)","1","1","1"
"junit.textui.TestRunner.TestRunner(java.io.PrintStream):::EXIT","this.fPrinter.fColumn == junit.textui.TestRunner.SUCCESS_EXIT","1","1","1"
"org.apache.commons.lang3.ClassUtils.convertClassesToClassNames(java.util.List):::ENTER","classes[].getClass().getName() one of { [], [java.lang.Class, null, java.lang.Class] }","1","0","0"
"org.apache.commons.lang3.ClassUtils.convertClassesToClassNames(java.util.List):::ENTER","classes.getClass().getName() == java.util.ArrayList.class","1","0","0"
"org.apache.commons.lang3.ClassUtils.convertClassesToClassNames(java.util.List):::ENTER","size(classes[]) one of { 0, 3 }","1","0","0"
"org.apache.commons.lang3.ClassUtilsTest.testGetClassWithArrayClasses2D():::ENTER","this has only one value","1","0","0"
"org.apache.commons.lang3.ClassUtilsTest.testGetClassWithArrayClasses2D():::ENTER","this.fName has only one value","1","0","0"
"org.apache.commons.lang3.ClassUtilsTest.testGetClassWithArrayClasses2D():::ENTER","this.fName.toString == ""testGetClassWithArrayClasses2D""","1","0","0"
"org.apache.commons.lang3.ClassUtilsTest.testToClass_object():::ENTER","this has only one value","1","0","0"
"org.apache.commons.lang3.ClassUtilsTest.testToClass_object():::ENTER","this.fName has only one value","1","0","0"
"org.apache.commons.lang3.ClassUtilsTest.testToClass_object():::ENTER","this.fName.toString == ""testToClass_object""","1","0","0"
"org.apache.commons.lang3.SystemUtils.isOSNameMatch(java.lang.String, java.lang.String):::EXIT;condition=""return == true""","osNamePrefix.toString == ""Windows""","1","0","0"
"org.apache.commons.lang3.SystemUtils.isOSNameMatch(java.lang.String, java.lang.String):::EXIT;condition=""return == true""","return == true","1","0","0"
"org.apache.commons.lang3.SystemUtils.isOSNameMatch(java.lang.String, java.lang.String):::EXIT;condition=""return == true""","orig(osNamePrefix) has only one value","1","0","0"
"org.apache.commons.lang3.ClassUtilsTest.test_getPackageCanonicalName_Class():::ENTER","this has only one value","1","0","0"
"org.apache.commons.lang3.ClassUtilsTest.test_getPackageCanonicalName_Class():::ENTER","this.fName has only one value","1","0","0"
"org.apache.commons.lang3.ClassUtilsTest.test_getPackageCanonicalName_Class():::ENTER","this.fName.toString == ""test_getPackageCanonicalName_Class""","1","0","0"
"org.apache.commons.lang3.ClassUtilsTest.testGetClassClassNotFound():::ENTER","this has only one value","1","0","0"
"org.apache.commons.lang3.ClassUtilsTest.testGetClassClassNotFound():::ENTER","this.fName has only one value","1","0","0"
"org.apache.commons.lang3.ClassUtilsTest.testGetClassClassNotFound():::ENTER","this.fName.toString == ""testGetClassClassNotFound""","1","0","0"
"org.apache.commons.lang3.ClassUtils.wrapperToPrimitive(java.lang.Class):::EXIT","org.apache.commons.lang3.ClassUtils.PACKAGE_SEPARATOR == orig(org.apache.commons.lang3.ClassUtils.PACKAGE_SEPARATOR)","1","0","0"
"org.apache.commons.lang3.ClassUtils.wrapperToPrimitive(java.lang.Class):::EXIT","org.apache.commons.lang3.ClassUtils.INNER_CLASS_SEPARATOR == orig(org.apache.commons.lang3.ClassUtils.INNER_CLASS_SEPARATOR)","1","0","0"
"org.apache.commons.lang3.ClassUtils.wrapperToPrimitive(java.lang.Class):::EXIT","org.apache.commons.lang3.ClassUtils.primitiveWrapperMap == orig(org.apache.commons.lang3.ClassUtils.primitiveWrapperMap)","1","0","0"
"org.apache.commons.lang3.ClassUtils.wrapperToPrimitive(java.lang.Class):::EXIT","org.apache.commons.lang3.ClassUtils.wrapperPrimitiveMap == orig(org.apache.commons.lang3.ClassUtils.wrapperPrimitiveMap)","1","0","0"
"org.apache.commons.lang3.ClassUtils.wrapperToPrimitive(java.lang.Class):::EXIT","org.apache.commons.lang3.ClassUtils.abbreviationMap == orig(org.apache.commons.lang3.ClassUtils.abbreviationMap)","1","0","0"
"org.apache.commons.lang3.ClassUtils.wrapperToPrimitive(java.lang.Class):::EXIT","org.apache.commons.lang3.ClassUtils.reverseAbbreviationMap == orig(org.apache.commons.lang3.ClassUtils.reverseAbbreviationMap)","1","0","0"
"org.apache.commons.lang3.ClassUtils.wrapperToPrimitive(java.lang.Class):::EXIT","org.apache.commons.lang3.ClassUtils.PACKAGE_SEPARATOR.toString == orig(org.apache.commons.lang3.ClassUtils.PACKAGE_SEPARATOR.toString)","1","0","0"
"org.apache.commons.lang3.ClassUtils.wrapperToPrimitive(java.lang.Class):::EXIT","org.apache.commons.lang3.ClassUtils.INNER_CLASS_SEPARATOR.toString == orig(org.apache.commons.lang3.ClassUtils.INNER_CLASS_SEPARATOR.toString)","1","0","0"
"org.apache.commons.lang3.ClassUtils.wrapperToPrimitive(java.lang.Class):::EXIT","org.apache.commons.lang3.ClassUtils.primitiveWrapperMap.getClass().getName() == orig(org.apache.commons.lang3.ClassUtils.primitiveWrapperMap.getClass().getName())","1","0","0"
"org.apache.commons.lang3.ClassUtils.wrapperToPrimitive(java.lang.Class):::EXIT","org.apache.commons.lang3.ClassUtils.primitiveWrapperMap.getClass().getName() == orig(org.apache.commons.lang3.ClassUtils.wrapperPrimitiveMap.getClass().getName())","1","0","0"
"org.apache.commons.lang3.ClassUtils.wrapperToPrimitive(java.lang.Class):::EXIT","org.apache.commons.lang3.ClassUtils.primitiveWrapperMap.getClass().getName() == orig(org.apache.commons.lang3.ClassUtils.abbreviationMap.getClass().getName())","1","0","0"
"org.apache.commons.lang3.ClassUtils.wrapperToPrimitive(java.lang.Class):::EXIT","org.apache.commons.lang3.ClassUtils.primitiveWrapperMap.getClass().getName() == orig(org.apache.commons.lang3.ClassUtils.reverseAbbreviationMap.getClass().getName())","1","0","0"
"org.apache.commons.lang3.ClassUtilsTest.testPrimitivesToWrappers():::ENTER","this has only one value","1","0","0"
"org.apache.commons.lang3.ClassUtilsTest.testPrimitivesToWrappers():::ENTER","this.fName has only one value","1","0","0"
"org.apache.commons.lang3.ClassUtilsTest.testPrimitivesToWrappers():::ENTER","this.fName.toString == ""testPrimitivesToWrappers""","1","0","0"
"junit.framework.Assert.assertFalse(java.lang.String, boolean):::ENTER","condition == false","1","0","0"
"org.apache.commons.lang3.ClassUtils.getSimpleName(java.lang.Class):::EXIT","org.apache.commons.lang3.ClassUtils.PACKAGE_SEPARATOR == orig(org.apache.commons.lang3.ClassUtils.PACKAGE_SEPARATOR)","1","0","0"
"org.apache.commons.lang3.ClassUtils.getSimpleName(java.lang.Class):::EXIT","org.apache.commons.lang3.ClassUtils.INNER_CLASS_SEPARATOR == orig(org.apache.commons.lang3.ClassUtils.INNER_CLASS_SEPARATOR)","1","0","0"
"org.apache.commons.lang3.ClassUtils.getSimpleName(java.lang.Class):::EXIT","org.apache.commons.lang3.ClassUtils.primitiveWrapperMap == orig(org.apache.commons.lang3.ClassUtils.primitiveWrapperMap)","1","0","0"
"org.apache.commons.lang3.ClassUtils.getSimpleName(java.lang.Class):::EXIT","org.apache.commons.lang3.ClassUtils.wrapperPrimitiveMap == orig(org.apache.commons.lang3.ClassUtils.wrapperPrimitiveMap)","1","0","0"
"org.apache.commons.lang3.ClassUtils.getSimpleName(java.lang.Class):::EXIT","org.apache.commons.lang3.ClassUtils.abbreviationMap == orig(org.apache.commons.lang3.ClassUtils.abbreviationMap)","1","0","0"
"org.apache.commons.lang3.ClassUtils.getSimpleName(java.lang.Class):::EXIT","org.apache.commons.lang3.ClassUtils.reverseAbbreviationMap == orig(org.apache.commons.lang3.ClassUtils.reverseAbbreviationMap)","1","0","0"
"org.apache.commons.lang3.ClassUtils.getSimpleName(java.lang.Class):::EXIT","org.apache.commons.lang3.ClassUtils.PACKAGE_SEPARATOR.toString != return.toString","1","0","0"
"org.apache.commons.lang3.ClassUtils.getSimpleName(java.lang.Class):::EXIT","org.apache.commons.lang3.ClassUtils.PACKAGE_SEPARATOR.toString == orig(org.apache.commons.lang3.ClassUtils.PACKAGE_SEPARATOR.toString)","1","0","0"
"org.apache.commons.lang3.ClassUtils.getSimpleName(java.lang.Class):::EXIT","org.apache.commons.lang3.ClassUtils.INNER_CLASS_SEPARATOR.toString != return.toString","1","0","0"
"org.apache.commons.lang3.ClassUtils.getSimpleName(java.lang.Class):::EXIT","org.apache.commons.lang3.ClassUtils.INNER_CLASS_SEPARATOR.toString == orig(org.apache.commons.lang3.ClassUtils.INNER_CLASS_SEPARATOR.toString)","1","0","0"
"org.apache.commons.lang3.ClassUtils.getSimpleName(java.lang.Class):::EXIT","org.apache.commons.lang3.ClassUtils.primitiveWrapperMap.getClass().getName() == orig(org.apache.commons.lang3.ClassUtils.primitiveWrapperMap.getClass().getName())","1","0","0"
"org.apache.commons.lang3.ClassUtils.getSimpleName(java.lang.Class):::EXIT","org.apache.commons.lang3.ClassUtils.primitiveWrapperMap.getClass().getName() == orig(org.apache.commons.lang3.ClassUtils.wrapperPrimitiveMap.getClass().getName())","1","0","0"
"org.apache.commons.lang3.ClassUtils.getSimpleName(java.lang.Class):::EXIT","org.apache.commons.lang3.ClassUtils.primitiveWrapperMap.getClass().getName() == orig(org.apache.commons.lang3.ClassUtils.abbreviationMap.getClass().getName())","1","0","0"
"org.apache.commons.lang3.ClassUtils.getSimpleName(java.lang.Class):::EXIT","org.apache.commons.lang3.ClassUtils.primitiveWrapperMap.getClass().getName() == orig(org.apache.commons.lang3.ClassUtils.reverseAbbreviationMap.getClass().getName())","1","0","0"
"org.apache.commons.lang3.ClassUtilsTest.testIsPrimitiveOrWrapper():::EXIT","this.fName == orig(this.fName)","1","0","0"
"org.apache.commons.lang3.ClassUtilsTest.testIsPrimitiveOrWrapper():::EXIT","this.fName has only one value","1","0","0"
"org.apache.commons.lang3.ClassUtilsTest.testIsPrimitiveOrWrapper():::EXIT","this.fName.toString == ""testIsPrimitiveOrWrapper""","1","0","0"
"org.apache.commons.lang3.ClassUtilsTest.testIsPrimitiveOrWrapper():::EXIT","this.fName.toString == orig(this.fName.toString)","1","0","0"
"junit.textui.ResultPrinter.elapsedTimeAsString(long):::ENTER","this.fColumn == 10","1","0","0"
"junit.textui.ResultPrinter.elapsedTimeAsString(long):::ENTER","runTime == 7109","1","0","0"
"junit.textui.ResultPrinter.elapsedTimeAsString(long):::ENTER","this.fColumn == 14","0","1","1"
"junit.textui.ResultPrinter.elapsedTimeAsString(long):::ENTER","runTime == 964","0","1","0"
"junit.textui.ResultPrinter.elapsedTimeAsString(long):::ENTER","runTime == 1256","0","0","1"
"org.apache.commons.lang3.ClassUtilsTest.testToClass_object():::EXIT","this.fName == orig(this.fName)","1","0","0"
"org.apache.commons.lang3.ClassUtilsTest.testToClass_object():::EXIT","this.fName has only one value","1","0","0"
"org.apache.commons.lang3.ClassUtilsTest.testToClass_object():::EXIT","this.fName.toString == ""testToClass_object""","1","0","0"
"org.apache.commons.lang3.ClassUtilsTest.testToClass_object():::EXIT","this.fName.toString == orig(this.fName.toString)","1","0","0"
"org.apache.commons.lang3.exception.AbstractExceptionContextTest.testAddContextValue():::ENTER","this has only one value","0","1","1"
"org.apache.commons.lang3.exception.AbstractExceptionContextTest.testAddContextValue():::ENTER","this.exceptionContext has only one value","0","1","1"
"org.apache.commons.lang3.exception.AbstractExceptionContextTest.testAddContextValue():::ENTER","this.fName has only one value","0","1","1"
"org.apache.commons.lang3.exception.AbstractExceptionContextTest.testAddContextValue():::ENTER","this.fName.toString == ""testAddContextValue""","0","1","1"
"junit.framework.Assert.assertEquals(java.lang.String, boolean, boolean):::EXIT","message.toString == orig(message.toString)","1","0","0"
"org.apache.commons.lang3.ClassUtils.getPublicMethod(java.lang.Class, java.lang.String, java.lang.Class[]):::EXIT920","methodName.toString == ""toString""","1","0","0"
"org.apache.commons.lang3.ClassUtils.getPublicMethod(java.lang.Class, java.lang.String, java.lang.Class[]):::EXIT920","return has only one value","1","0","0"
"org.apache.commons.lang3.ClassUtils.getPublicMethod(java.lang.Class, java.lang.String, java.lang.Class[]):::EXIT920","orig(cls) has only one value","1","0","0"
"org.apache.commons.lang3.ClassUtils.getPublicMethod(java.lang.Class, java.lang.String, java.lang.Class[]):::EXIT920","orig(methodName) has only one value","1","0","0"
"org.apache.commons.lang3.ClassUtils.getPublicMethod(java.lang.Class, java.lang.String, java.lang.Class[]):::EXIT920","orig(parameterTypes) has only one value","1","0","0"
"org.apache.commons.lang3.exception.ContextedRuntimeException.ContextedRuntimeException(java.lang.String, java.lang.Throwable, org.apache.commons.lang3.exception.ExceptionContext):::ENTER","message.toString == ""This is monotonous""","0","0","1"
"org.apache.commons.lang3.ClassUtilsTest.testConstructor():::ENTER","this has only one value","1","0","0"
"org.apache.commons.lang3.ClassUtilsTest.testConstructor():::ENTER","this.fName has only one value","1","0","0"
